name,mrp,our_price,category,subcategory,unit,discount,quantity,unit_price,product_url,sub-category,image,status,stock_count,is_dmart_exclusive,productid,brand,imageurl,isavailable,createdat,updatedat,details,processed_name,predicted_category,predicted_subcategory
GRB Town Bus Garlic Mixture : 500 gms,220.0,,,,500 g,,,,,,,,,,,,,,,,,grb town bus garlic mixture : 500 gms,Uncategorized,Uncategorized
Avni Boondi : 150 gms,48.0,,,,150 g,,,,,,,,,,,,,,,,,avni boondi : 150 gms,Uncategorized,Uncategorized
Gujjubhai Methi Khakhra : 180 gms,120.0,,,,180 g,,,,,,,,,,,,,,,,,gujjubhai methi khakhra : 180 gms,Uncategorized,Uncategorized
TM Makai Chiwda : 150 gms,46.0,,,,150 g,,,,,,,,,,,,,,,,,tm makai chiwda : 150 gms,Uncategorized,Uncategorized
TM Butter Chakali : 100 gms,42.0,,,,100 g,,,,,,,,,,,,,,,,,tm butter chakali : 100 gms,Grocery & Food,Dairy & Eggs
Gujjubhai Chana Jor Garam : 80 gms,40.0,,,,80 g,,,,,,,,,,,,,,,,,gujjubhai chana jor garam : 80 gms,Uncategorized,Uncategorized
Gujjubhai Masala Khakhra : 180 gms,120.0,,,,180 g,,,,,,,,,,,,,,,,,gujjubhai masala khakhra : 180 gms,Grocery & Food,Pantry Essentials
Too Yumm Rings Tomato Twist : 70 gms,60.0,,Ketchup & Sauce,tomato,70 g,,,,,,,,,,,,,,,,,too yumm rings tomato twist : 70 gms,Ketchup & Sauce,tomato
Gujjubhai Biscuit Bhakri Chilli Garlic : 180 gms,130.0,,Biscuits & Cookies,biscuit,180 g,,,,,,,,,,,,,,,,,gujjubhai biscuit bhakri chilli garlic : 180 gms,Biscuits & Cookies,biscuit
Gujjubhai Masala Peanuts : 100 gms,55.0,,,,100 g,,,,,,,,,,,,,,,,,gujjubhai masala peanuts : 100 gms,Grocery & Food,Pantry Essentials
Gujjubhai Biscuit Bhakri Methi (Fenugreek) : 180 gms,130.0,,Biscuits & Cookies,biscuit,180 g,,,,,,,,,,,,,,,,,gujjubhai biscuit bhakri methi (fenugreek) : 180 gms,Biscuits & Cookies,biscuit
Jabsons Ajwain Khakhra : 180 gms,80.0,,,,180 g,,,,,,,,,,,,,,,,,jabsons ajwain khakhra : 180 gms,Uncategorized,Uncategorized
Sai Tirumala Chakodi : 200 gms,64.0,,,,200 g,,,,,,,,,,,,,,,,,sai tirumala chakodi : 200 gms,Uncategorized,Uncategorized
Bambino Khara Boondi : 450 g,149.0,,,,450 g,,,,,,,,,,,,,,,,,bambino khara boondi : 450 g,Uncategorized,Uncategorized
Bambino Karam Pusa : 500 g,149.0,,,,500 g,,,,,,,,,,,,,,,,,bambino karam pusa : 500 g,Uncategorized,Uncategorized
Sai Tirumala Kharodi : 200 gms,62.0,,,,200 g,,,,,,,,,,,,,,,,,sai tirumala kharodi : 200 gms,Uncategorized,Uncategorized
Gujjubhai Chana Dal : 100 gms,50.0,,,,100 g,,,,,,,,,,,,,,,,,gujjubhai chana dal : 100 gms,Grocery & Food,Pantry Essentials
Gujjibhai Jain  Special Instant Bhel : 80 gms,80.0,,Ready to Cook,instant,80 g,,,,,,,,,,,,,,,,,gujjibhai jain  special instant bhel : 80 gms,Ready to Cook,instant
Gujjubhai Jain Special Phudina Instant Bhel : 80 gms,80.0,,Ready to Cook,instant,80 g,,,,,,,,,,,,,,,,,gujjubhai jain special phudina instant bhel : 80 gms,Ready to Cook,instant
Gujjubhai Mung Dal : 100 gms,50.0,,,,100 g,,,,,,,,,,,,,,,,,gujjubhai mung dal : 100 gms,Grocery & Food,Pantry Essentials
Gujjubhai Schezwan Bhel : 80 gms,80.0,,,,80 g,,,,,,,,,,,,,,,,,gujjubhai schezwan bhel : 80 gms,Uncategorized,Uncategorized
Too Yumm Karare Twisties Masala Blast : 65 g,20.0,,,,65 g,,,,,,,,,,,,,,,,,too yumm karare twisties masala blast : 65 g,Grocery & Food,Pantry Essentials
Too Yumm Twisties Schezwan : 65 g,20.0,,,,65 g,,,,,,,,,,,,,,,,,too yumm twisties schezwan : 65 g,Uncategorized,Uncategorized
Too Yumm Xoxo Bold Tomato : 70 gm,60.0,,Ketchup & Sauce,tomato,70 g,,,,,,,,,,,,,,,,,too yumm xoxo bold tomato : 70 gm,Ketchup & Sauce,tomato
Yoga Bar Breakfast Protein Bar - Apricot Fig : 50 gms,60.0,,Chocolates & Candies,bar,50 g,,,,,,,,,,,,,,,,,yoga bar breakfast protein bar - apricot fig : 50 gms,Chocolates & Candies,bar
Yoga Bar Breakfast Protein Bar - Blueberry Pie : 50 gms,60.0,,Chocolates & Candies,bar,50 g,,,,,,,,,,,,,,,,,yoga bar breakfast protein bar - blueberry pie : 50 gms,Chocolates & Candies,bar
RiteBite Max Protein Daily Choco Almond Bar : 50 gms,75.0,,Chocolates & Candies,bar,50 g,,,,,,,,,,,,,,,,,ritebite max protein daily choco almond bar : 50 gms,Chocolates & Candies,bar
Yoga Bar Multigrain Energy Bar - Chocolate Chunk Nut : 38 gms,50.0,,Chocolates & Candies,chocolate,38 g,,,,,,,,,,,,,,,,,yoga bar multigrain energy bar - chocolate chunk nut : 38 gms,Chocolates & Candies,chocolate
Yoga Bar Multigrain Energy Bar - Nuts & Seeds : 38 gms,50.0,,Chocolates & Candies,bar,38 g,,,,,,,,,,,,,,,,,yoga bar multigrain energy bar - nuts & seeds : 38 gms,Chocolates & Candies,bar
RiteBite Max Protein Daily Choco Classic Bar : 50 gms,70.0,,Chocolates & Candies,bar,50 g,,,,,,,,,,,,,,,,,ritebite max protein daily choco classic bar : 50 gms,Chocolates & Candies,bar
RiteBite Max Protein Daily Choco Berry Bar : 50 gms,75.0,,Chocolates & Candies,bar,50 g,,,,,,,,,,,,,,,,,ritebite max protein daily choco berry bar : 50 gms,Chocolates & Candies,bar
Yoga Bar Protein Bar Blueberry Blast : 50 g,100.0,,Chocolates & Candies,bar,50 g,,,,,,,,,,,,,,,,,yoga bar protein bar blueberry blast : 50 g,Chocolates & Candies,bar
Threptin Lite Diskettes : 275 gms,499.0,,,,275 g,,,,,,,,,,,,,,,,,threptin lite diskettes : 275 gms,Uncategorized,Uncategorized
RiteBite Peanut Butter Snack Bar : 40 gms,45.0,,Snacks & Munchies,snack,40 g,,,,,,,,,,,,,,,,,ritebite peanut butter snack bar : 40 gms,Snacks & Munchies,snack
RiteBite Choco Delite Snack Bar : 40 gms,45.0,,Snacks & Munchies,snack,40 g,,,,,,,,,,,,,,,,,ritebite choco delite snack bar : 40 gms,Snacks & Munchies,snack
RiteBite Fruit & Seeds Snack Bar : 35 gms,45.0,,Snacks & Munchies,snack,35 g,,,,,,,,,,,,,,,,,ritebite fruit & seeds snack bar : 35 gms,Snacks & Munchies,snack
RiteBite Yogurt Berry Snack Bar : 35 gms,45.0,,Snacks & Munchies,snack,35 g,,,,,,,,,,,,,,,,,ritebite yogurt berry snack bar : 35 gms,Snacks & Munchies,snack
RiteBite Nuts & Seeds Snack Bar : 35 gms,45.0,,Snacks & Munchies,snack,35 g,,,,,,,,,,,,,,,,,ritebite nuts & seeds snack bar : 35 gms,Snacks & Munchies,snack
McCain Aloo Tikki : 760 gms,235.0,,,,760 g,,,,,,,,,,,,,,,,,mccain aloo tikki : 760 gms,Uncategorized,Uncategorized
McCain Veggie Fingers : 400 gms,175.0,,,,400 g,,,,,,,,,,,,,,,,,mccain veggie fingers : 400 gms,Uncategorized,Uncategorized
McCain Potato Cheese Shotz : 400 gms,250.0,,,,400 g,,,,,,,,,,,,,,,,,mccain potato cheese shotz : 400 gms,Grocery & Food,Dairy & Eggs
Prasuma Cheesy Spicy Veg Frozen Momos : 24 Pieces,325.0,,Frozen Foods,frozen,,,,,,,,,,,,,,,,,,prasuma cheesy spicy veg frozen momos : 24 pieces,Frozen Foods,frozen
ITC Master Chef Veggie Pizza Pocket : 340 gms,190.0,,,,340 g,,,,,,,,,,,,,,,,,itc master chef veggie pizza pocket : 340 gms,Uncategorized,Uncategorized
Godrej Yummiez Potato Cheese Bites : 400 gms,245.0,,,,400 g,,,,,,,,,,,,,,,,,godrej yummiez potato cheese bites : 400 gms,Grocery & Food,Dairy & Eggs
Sumeru Piri Piri Masala French Fries - Crispy & Spicy : 400 gms,179.0,,,,400 g,,,,,,,,,,,,,,,,,sumeru piri piri masala french fries - crispy & spicy : 400 gms,Grocery & Food,Pantry Essentials
Mccain Masala Fries : 375 gms,160.0,,,,375 g,,,,,,,,,,,,,,,,,mccain masala fries : 375 gms,Grocery & Food,Pantry Essentials
Switz Samosa Dough 50 Sheet : 500 gms,110.0,,,,500 g,,,,,,,,,,,,,,,,,switz samosa dough 50 sheet : 500 gms,Uncategorized,Uncategorized
Prasuma Vegetable & Paneer Frozen Momos: 24 Pieces,295.0,,Frozen Foods,frozen,,,,,,,,,,,,,,,,,,prasuma vegetable & paneer frozen momos: 24 pieces,Frozen Foods,frozen
Mccain Crazy Fries Masala Mix : 400 gms,150.0,,,,400 g,,,,,,,,,,,,,,,,,mccain crazy fries masala mix : 400 gms,Grocery & Food,Pantry Essentials
Wow Corn & Cheese Momos : 20 Pieces,335.0,,,,,,,,,,,,,,,,,,,,,wow corn & cheese momos : 20 pieces,Grocery & Food,Dairy & Eggs
Switz Spring Roll Dough 20 Sheet : 275 gms,110.0,,,,275 g,,,,,,,,,,,,,,,,,switz spring roll dough 20 sheet : 275 gms,Uncategorized,Uncategorized
Amul Happy Treats French Fries : 425 gms,90.0,,,,425 g,,,,,,,,,,,,,,,,,amul happy treats french fries : 425 gms,Uncategorized,Uncategorized
Wow Veg Darjeeling Momos : 20 Pieces,295.0,,,,,,,,,,,,,,,,,,,,,wow veg darjeeling momos : 20 pieces,Uncategorized,Uncategorized
ITC Master Chef Crispy French Fries : 420 gms,120.0,,,,420 g,,,,,,,,,,,,,,,,,itc master chef crispy french fries : 420 gms,Uncategorized,Uncategorized
Godrej Yummiez Cheese Corn Nuggets : 400 gms,250.0,,,,400 g,,,,,,,,,,,,,,,,,godrej yummiez cheese corn nuggets : 400 gms,Grocery & Food,Dairy & Eggs
Sumeru Sweet Corn Kernels : 500 gms,125.0,,Sweets,sweet,500 g,,,,,,,,,,,,,,,,,sumeru sweet corn kernels : 500 gms,Sweets,sweet
Switz Puff Paratha - 5 Pieces : 400 gms,110.0,,,,400 g,,,,,,,,,,,,,,,,,switz puff paratha - 5 pieces : 400 gms,Uncategorized,Uncategorized
McCain Tandoori Veggie Nuggets : 325 gms,160.0,,,,325 g,,,,,,,,,,,,,,,,,mccain tandoori veggie nuggets : 325 gms,Uncategorized,Uncategorized
Amul Happy Treats Aloo Tikki : 400 gms,95.0,,,,400 g,,,,,,,,,,,,,,,,,amul happy treats aloo tikki : 400 gms,Uncategorized,Uncategorized
Switz Samosa Dough 25 Sheet : 250 gms,60.0,,,,250 g,,,,,,,,,,,,,,,,,switz samosa dough 25 sheet : 250 gms,Uncategorized,Uncategorized
Amul Happy Treats Cheese Onion Paratha : 500 gms,240.0,,,,500 g,,,,,,,,,,,,,,,,,amul happy treats cheese onion paratha : 500 gms,Grocery & Food,Dairy & Eggs
McCain Emoti Bites : 415 gms,160.0,,,,415 g,,,,,,,,,,,,,,,,,mccain emoti bites : 415 gms,Uncategorized,Uncategorized
Amul Happy Treats Masti Dahi Tikki : 300 gms,155.0,,,,300 g,,,,,,,,,,,,,,,,,amul happy treats masti dahi tikki : 300 gms,Uncategorized,Uncategorized
ITC Master Chef Alphabytes : 450 gms,165.0,,,,450 g,,,,,,,,,,,,,,,,,itc master chef alphabytes : 450 gms,Uncategorized,Uncategorized
 Makai For Popcorn : 500 gms,105.0,,,,500 g,,,,,,,,,,,,,,,,, makai for popcorn : 500 gms,Uncategorized,Uncategorized
Act II Butter Delite Flavour Popcorn : 450 gms,135.0,,,,450 g,,,,,,,,,,,,,,,,,act ii butter delite flavour popcorn : 450 gms,Grocery & Food,Dairy & Eggs
Act II Classic Salted Popcorn : 30 gms,10.0,,,,30 g,,,,,,,,,,,,,,,,,act ii classic salted popcorn : 30 gms,Uncategorized,Uncategorized
Act II Golden Sizzle Popcorn : 30 gms,10.0,,,,30 g,,,,,,,,,,,,,,,,,act ii golden sizzle popcorn : 30 gms,Uncategorized,Uncategorized
4700 BC Cheese Microwave Popcorn : 94 gms,80.0,,,,94 g,,,,,,,,,,,,,,,,,4700 bc cheese microwave popcorn : 94 gms,Grocery & Food,Dairy & Eggs
Act II Microwave Popcorn - Butter : 99 gms,80.0,,,,99 g,,,,,,,,,,,,,,,,,act ii microwave popcorn - butter : 99 gms,Grocery & Food,Dairy & Eggs
Act II Butter Delite Popcorn : 70 gms,35.0,,,,70 g,,,,,,,,,,,,,,,,,act ii butter delite popcorn : 70 gms,Grocery & Food,Dairy & Eggs
4700 BC Barbeque Microwave Popcorn : 92 gms,80.0,,Chocolates & Candies,bar,92 g,,,,,,,,,,,,,,,,,4700 bc barbeque microwave popcorn : 92 gms,Chocolates & Candies,bar
Act II Tomato Chilli Popcorn : 59 gms,33.0,,Ketchup & Sauce,tomato,59 g,,,,,,,,,,,,,,,,,act ii tomato chilli popcorn : 59 gms,Ketchup & Sauce,tomato
Act II Tandoori Tadka Popcorn : 70 gms,35.0,,,,70 g,,,,,,,,,,,,,,,,,act ii tandoori tadka popcorn : 70 gms,Uncategorized,Uncategorized
4700 BC Instant Barbeque Popcorn : 30 gms,10.0,,Chocolates & Candies,bar,30 g,,,,,,,,,,,,,,,,,4700 bc instant barbeque popcorn : 30 gms,Chocolates & Candies,bar
Vega Glow Glam Hair Dryer (VHDH-26) Black : 1000W,899.0,899.0,Personal Care & Beauty,hair,,200.0,,,https://www.dmart.in/product/vega-glow-glam-hair-dryer-(vhdh-26)-black-phairdriers0vega35xx60624?selectedProd=1582564,,,,,False,,,,,,,,vega glow glam hair dryer (vhdh-26) black : 1000w,Personal Care & Beauty,hair
Zlade Ballistic Pro Full-Body Manscaping Trimmer With Ceramic Blades - Black : 1 Unit,2999.0,2999.0,Lighting & Electrical,pin,,1000.0,,,https://www.dmart.in/product/zlade-ballistic-pro-full-body-manscaping-trimmer-with-ceramic-blades-black-ptrimmer0zlad3xx50424?selectedProd=1489514,,,,,False,,,,,,,,zlade ballistic pro full-body manscaping trimmer with ceramic blades - black : 1 unit,Lighting & Electrical,pin
Philips HP8302/06 Hair Straightener : 1 Unit,1495.0,1495.0,Personal Care & Beauty,hair,,246.0,,,https://www.dmart.in/product/philips-hp8302-06-hair-straightener-ptrimmer0phil47xx280920?selectedProd=778538,,,,,False,,,,,,,,philips hp8302/06 hair straightener : 1 unit,Personal Care & Beauty,hair
Home Zone by Kitchen Essentials Stainless Steel Triply Cookware Set : 3 Pieces,4990.0,4990.0,Home Decor,kitchen,,3491.0,3 Pcs,,https://www.dmart.in/product/home-zone-by-kitchen-essentials-stainless-steel-triply-cookware-set-pnonstick0home1xx121023?selectedProd=1154005,,,,,False,,,,,,,,home zone by kitchen essentials stainless steel triply cookware set : 3 pieces,Home Decor,kitchen
Caresmith Spark one Electric Toothbrush -White :1 Unit,1100.0,1100.0,Cleaning Tools,brush,,741.0,,,https://www.dmart.in/product/caresmith-spark-one-electric-toothbrush-white-ptoothbrushes34xx130824?selectedProd=1610543,,,,,False,,,,,,,,caresmith spark one electric toothbrush -white :1 unit,Cleaning Tools,brush
Zlade Ballistic TURBO 3.0 Full-Body Manscaping Trimmer For Men - Black : 1 Unit,3999.0,3999.0,Lighting & Electrical,pin,,1600.0,,,https://www.dmart.in/product/zlade-ballistic-turbo-30-full-body-manscaping-trimmer-for-men-black-ptrimmer0zlad1xx50424?selectedProd=1489513,,,,,False,,,,,,,,zlade ballistic turbo 3.0 full-body manscaping trimmer for men - black : 1 unit,Lighting & Electrical,pin
Vega Style Pro Hair Dryer (VHDH-27) Purple : 1000W,999.0,999.0,Personal Care & Beauty,hair,,220.0,,,https://www.dmart.in/product/vega-style-pro-hair-dryer-(vhdh-27)-purple-phairdriers0vega37xx60624?selectedProd=1582565,,,,,False,,,,,,,,vega style pro hair dryer (vhdh-27) purple : 1000w,Personal Care & Beauty,hair
Caresmith Bloom Face & Body Hair Trimmer - Green :1 Unit,2300.0,2300.0,Personal Care & Beauty,hair,,1201.0,,,https://www.dmart.in/product/caresmith-bloom-face-body-hair-trimmer-green-ptrimmers-straighteners41xx130824?selectedProd=1610552,,,,,False,,,,,,,,caresmith bloom face & body hair trimmer - green :1 unit,Personal Care & Beauty,hair
Caresmith Crew Manscaping Trimmer - Blue :1 Unit,2500.0,2500.0,Lighting & Electrical,pin,,1201.0,,,https://www.dmart.in/product/caresmith-crew-manscaping-trimmer-blue-ptrimmers-straighteners38xx130824?selectedProd=1610549,,,,,False,,,,,,,,caresmith crew manscaping trimmer - blue :1 unit,Lighting & Electrical,pin
Vega Shine-On Hair Straightener (VHSH-34) Black & Turquoise : 1 Unit,1199.0,1199.0,Personal Care & Beauty,hair,,200.0,,,https://www.dmart.in/product/vega-shine-on-hair-straightener-(vhsh-34)-black-turquoise-ptrimmer0vega41xx60624?selectedProd=1582567,,,,,False,,,,,,,,vega shine-on hair straightener (vhsh-34) black & turquoise : 1 unit,Personal Care & Beauty,hair
Tennis Light Ball : 1 Unit,100.0,100.0,Lighting & Electrical,light,,41.0,,,https://www.dmart.in/product/tennis-light-ball-pball0013xx260321?selectedProd=841518,,,,,False,,,,,,,,tennis light ball : 1 unit,Lighting & Electrical,light
Hamilton Beach Professional Garment Steamer (Black) - 1740 W : 1 Unit,6999.0,6999.0,Clothing,men,,3500.0,,,https://www.dmart.in/product/hamilton-beach-professional-garment-steamer-red-psteamirons0hami35xx210624?selectedProd=1594537,,,,,False,,,,,,,,hamilton beach professional garment steamer (black) - 1740 w : 1 unit,Clothing,men
Toyshine Educational 8.5 Inch LCD Writing Tablet Board - Multicolour : 1Unit,499.0,499.0,Pet Supplies,cat,,350.0,,,https://www.dmart.in/product/toyshine-educational-85-inch-lcd-writing-tablet-board-multicolour-peductoys0toys3xx80724?selectedProd=1599577,,,,,False,,,,,,,,toyshine educational 8.5 inch lcd writing tablet board - multicolour : 1unit,Pet Supplies,cat
Borosil Festive Glory Non Stick Cookware Set - Pink : 4 Pieces,4090.0,4090.0,Lighting & Electrical,pin,,1791.0,4 Pieces,,https://www.dmart.in/product/borosil-festive-glory-non-stick-cookware-set---pink-pnonstick0boro25xx181023?selectedProd=1397535,,,,,False,,,,,,,,borosil festive glory non stick cookware set - pink : 4 pieces,Lighting & Electrical,pin
Toyshine Rolling & Flipping Car Ramp Racing - Multicolour : 1 Unit,999.0,999.0,Lighting & Electrical,pin,,600.0,,,https://www.dmart.in/product/toyshine-rolling-flipping-car-ramp-racing-multicolour-pindoorgame0toys47xx80724?selectedProd=1599599,,,,,False,,,,,,,,toyshine rolling & flipping car ramp racing - multicolour : 1 unit,Lighting & Electrical,pin
Toyshine Projection Flashlight Torch For Kids 3 Slides - Multicolour : 1 Unit,599.0,599.0,Lighting & Electrical,light,,420.0,,,https://www.dmart.in/product/toyshine-projection-flashlight-torch-for-kids-3-slides-multicolour-peductoys0toys1xx80724?selectedProd=1599576,,,,,False,,,,,,,,toyshine projection flashlight torch for kids 3 slides - multicolour : 1 unit,Lighting & Electrical,light
Pan Aromas Burner Oil Tealight Set Fresh Lavender : 1 Unit,300.0,300.0,Lighting & Electrical,light,,51.0,,,https://www.dmart.in/product/pan-aromas-burner-oil-tealight-set-fresh-lavender-pcandles34xx270924?selectedProd=1627093,,,,,False,,,,,,,,pan aromas burner oil tealight set fresh lavender : 1 unit,Lighting & Electrical,light
Iris Home Fragrance Potpourri - Jasmine : 140 gms,150.0,150.0,Gardening,pot,,51.0,140 g,0.71,https://www.dmart.in/product/iris-jasmine-home-fragrance-potpurri---140-gsm-pfreshners0iris3xx11123?selectedProd=1407507,,,,,False,,,,,,,,iris home fragrance potpourri - jasmine : 140 gms,Gardening,pot
Iris Home Fragrance Potpourri - Rose : 140 gms,150.0,150.0,Gardening,pot,,51.0,140 g,0.71,https://www.dmart.in/product/iris-rose-home-fragrance-potpurri---140-gsm-pfreshners0iris5xx11123?selectedProd=1407508,,,,,False,,,,,,,,iris home fragrance potpourri - rose : 140 gms,Gardening,pot
Borosil Festive Glory Non Stick Cookware Set - Pink : 3 Pieces,2940.0,2940.0,Lighting & Electrical,pin,,1341.0,3 Pieces,,https://www.dmart.in/product/borosil-festive-glory-non-stick-cookware-set---pink-pnonstick0boro21xx181023?selectedProd=1397533,,,,,False,,,,,,,,borosil festive glory non stick cookware set - pink : 3 pieces,Lighting & Electrical,pin
Borosil Festive Glory Non Stick Cookware Set - Pink : 2 Pieces,2340.0,2340.0,Lighting & Electrical,pin,,841.0,2 Pieces,,https://www.dmart.in/product/borosil-festive-glory-non-stick-cookware-set---pink-pnonstick0boro17xx181023?selectedProd=1397531,,,,,False,,,,,,,,borosil festive glory non stick cookware set - pink : 2 pieces,Lighting & Electrical,pin
Toyshine Junior Fast Sling Hockey Puck Board Game - Multicolour : 1 Unit,599.0,599.0,Bags & Accessories,sling,,200.0,,,https://www.dmart.in/product/toyshine-junior-fast-sling-hockey-puck-board-game-multicolour-pboardgames0toys5xx80724?selectedProd=1599578,,,,,False,,,,,,,,toyshine junior fast sling hockey puck board game - multicolour : 1 unit,Bags & Accessories,sling
Trident Celebration Towel Set ( Powder Pink ) - Set Of 4 : 1 Unit,2599.0,2599.0,Lighting & Electrical,pin,,1700.0,,,https://www.dmart.in/product/trident-celebration-towel-set-(-powder-pink-)-set-of-4-pbathtowel8xx41024?selectedProd=1637615,,,,,False,,,,,,,,trident celebration towel set ( powder pink ) - set of 4 : 1 unit,Lighting & Electrical,pin
Toyshine Concept Musical & 3D Lights Transparent Car - Multicolour : 1 Unit,999.0,999.0,Lighting & Electrical,light,,700.0,,,https://www.dmart.in/product/toyshine-concept-musical-3d-lights-transparent-car-multicolour-pindoorgame0toys31xx80724?selectedProd=1599591,,,,,False,,,,,,,,toyshine concept musical & 3d lights transparent car - multicolour : 1 unit,Lighting & Electrical,light
My Experiments With Truth An Autobiography By M.K.Gandhi : 1 Unit,350.0,350.0,Clothing,men,,81.0,,,https://www.dmart.in/product/my-experiments-with-truth-an-autobiography-by-mkgandhi-pbiography-memoir4xx60824?selectedProd=1612024,,,,,False,,,,,,,,my experiments with truth an autobiography by m.k.gandhi : 1 unit,Clothing,men
Table Tennis Racket Set : 1 Unit,245.0,245.0,Home Utility & Organisers,rack,,26.0,,,https://www.dmart.in/product/table-tennis-racket-set-pindoorgame0027xx240223?selectedProd=774590,,,,,False,,,,,,,,table tennis racket set : 1 unit,Home Utility & Organisers,rack
Toyshine Plastic Kitchen Cooking Set Toys - Yellow : 1 Unit,749.0,749.0,Home Decor,kitchen,,350.0,,,https://www.dmart.in/product/toyshine-plastic-kitchen-cooking-set-toys-yellow-pindoorgame0toys23xx80724?selectedProd=1599587,,,,,False,,,,,,,,toyshine plastic kitchen cooking set toys - yellow : 1 unit,Home Decor,kitchen
Aditi Toys Mini Beauty Set With Case - Assorted : 1 Unit,329.0,329.0,Personal Care & Beauty,beauty,,130.0,,,https://www.dmart.in/product/aditi-toys-mini-beauty-set-with-case---assorted-:-1-unit-pplastictoy0adit43xx130821?selectedProd=887014,,,,,False,,,,,,,,aditi toys mini beauty set with case - assorted : 1 unit,Personal Care & Beauty,beauty
Trident Moments Towel Set (Coconut Shell ) - Set Of 3 : 1 Unit,1199.0,1199.0,Clothing,men,,700.0,,,https://www.dmart.in/product/trident%C2%A0moments-towel-set-(coconut-shell-)-set-of-3-pbathtowel15xx41024?selectedProd=1637622,,,,,False,,,,,,,,trident moments towel set (coconut shell ) - set of 3 : 1 unit,Clothing,men
Trident Moments Towel Set ( Tangy Tomato ) - Set Of 3 : 1 Unit,1199.0,1199.0,Clothing,men,,700.0,,,https://www.dmart.in/product/trident%C2%A0moments-towel-set-(-tangy-tomato-)-set-of-3-pbathtowel12xx41024?selectedProd=1637619,,,,,False,,,,,,,,trident moments towel set ( tangy tomato ) - set of 3 : 1 unit,Clothing,men
Trident Moments Towel Set ( Apple Red ) - Set Of 3 : 1 Unit,1199.0,1199.0,Clothing,men,,700.0,,,https://www.dmart.in/product/trident%C2%A0moments-towel-set-(-apple-red-)-set-of-3-pbathtowel11xx41024?selectedProd=1637618,,,,,False,,,,,,,,trident moments towel set ( apple red ) - set of 3 : 1 unit,Clothing,men
Trident Moments Towel Set ( Candy Glow ) - Set Of 3 : 1 Unit,1199.0,1199.0,Clothing,men,,700.0,,,https://www.dmart.in/product/trident%C2%A0moments-towel-set-(-candy-glow-)-set-of-3-pbathtowel16xx41024?selectedProd=1637623,,,,,False,,,,,,,,trident moments towel set ( candy glow ) - set of 3 : 1 unit,Clothing,men
Pan Aromas Mercury Series Scented Candle Sandalwood Orchard Lilac : 3 Pieces,250.0,250.0,Footwear,sandal,,51.0,3 Pcs,66.33,https://www.dmart.in/product/pan-aromas-mercury-series-scented-candle-sandalwood-orchard-lilac-pcandles26xx270924?selectedProd=1627085,,,,,False,,,,,,,,pan aromas mercury series scented candle sandalwood orchard lilac : 3 pieces,Footwear,sandal
