product name,Price_discount,Price_original,Details
"Kid Who Came From Space, The",₹ 40,,2 x 55 g
Baby Touch-Peekaboo,₹ 108,₹ 180,3 x 60 g
Room On The Broom,₹ 90,₹ 100,
Baby Touch-Colours,₹ 38,₹ 40,57 g
Peppa Pig- Sticker Activity,₹ 50,₹ 55,
"Unstoppable Us, Volume 1",₹ 67,₹ 100,90 g + 80 g
Thea Stilton #05 Thea Stilton And The Mystery In Paris,₹ 144,₹ 160,1 pack (4 x 40 g)
Tiger Who Came To Tea,₹ 30,,58 g
Geronimo Stilton #40 The Karate Mouse,₹ 118,₹ 120,
Baby Touch-Vehicles,₹ 110,₹ 120,75 g + 75 g
My Little Book Of Shiva,₹ 275,₹ 320,250 g + 107 g
Dog Man #01,₹ 75,₹ 80,
Where'S Spot? (Spot - Original Lift The Flap),₹ 110,₹ 120,90 g
ENN Glow Ghee Body Lotion,₹ 105,₹ 140,
Parachute Advansed Deep Nourish Body Lotion - Pack of 2,₹ 51,₹ 60,40 g
Parachute Advansed Deep Nourish Body Lotion (400 ml) - Pack of 2,₹ 69,₹ 100,
Infino Crispy Chocolate Espresso Ice Cream Stick - Pack of 3,₹ 110,₹ 120,75 g + 75 g
4700BC Salt & Truffle Popped Corn Chips + - Pack of 3,₹ 104,₹ 150,
Desi Tomato Pack of 4 (Tamatar),₹ 49,₹ 60,
Green Peas Pack of 4 (Matar),₹ 144,₹ 160,1 pack (4 x 40 g)
Hybrid Tomato Pack of 4 (Tamatar),₹ 275,₹ 320,250 g + 102 g
Lady Finger Pack of 3 (Bhindi),₹ 200,₹ 220,40 g + 150 g
Corn Cob Pack of 3 (Bhutta),₹ 200,₹ 220,40 g + 150 g
Onion (1 kg) + Potato - 1 kg + Hybrid Tomato -500 g Combo,₹ 38,₹ 40,57 g
Onion (1 kg) + Potato 1 kg + Desi Tomato - 500 g Combo,₹ 74,₹ 120,
Spinach - Pack of 4 (Palak),₹ 200,₹ 250,90 g + 150 g
Amul Buffalo Milk,₹ 200,₹ 220,40 g + 150 g
Too Yumm Classic Salted Wafers Potato Chips - Buy 2 Get 1 Free,₹ 51,₹ 60,42 g
Crax Corn Rings Masala Mania Crisps,₹ 70,₹ 100,130 g + 82.5 g
Beyond Snack Desi Masala Kerala Banana Chips,₹ 436,₹ 495,450 g + 102 g
Crax Cheese Balls - Pack of 2,₹ 258,,1 pack(100 g x 2 pieces)
Pringles South African Peri Peri Chips - Pack of 2,₹ 209,₹ 300,300 g (5 x 60 g)
Pringles Tangy Tomato Twist Potato Chips - Pack of 2,₹ 60,₹ 80,90 g + 58 g
Crax Simply Salted Potato Chips,₹ 200,₹ 220,40 g + 150 g
Crax Creamy Onion Potato Chips,₹ 200,₹ 250,90 g + 150 g
Peanut Gajak by Gulab Pack of 2,₹ 211,₹ 240,2 x 90 g
Kapiva Desi A2 Ghee (Cow),₹ 200,₹ 220,40 g + 150 g
Durex Naturals Lubricant,₹ 75,₹ 80,2 x 57 g
Azah Groove Personal Massager,₹ 113,₹ 120,
Manforce XTASY Dotted Condom (Black Grapes Flavour),₹ 75,₹ 80,2 x 57 g
Skore Skin Thin Condom - Pack of 2,₹ 101,₹ 120,42 g + 40 g
"Toyshine Transform Robot Racing Car (Blue, 3+ years)",₹ 207,₹ 230,107 g + 107 g
"Toyshine Transform Robot Racing Car (Red, 3+ years)",₹ 75,₹ 80,2 x 57 g
Colouring Book Of Shapes,₹ 84,₹ 100,2 x 90 g
Peep Inside The Garden,₹ 101,₹ 120,42 g + 40 g
Peppa Pig- Going On Holiday,₹ 136,₹ 160,48 g  + 48 g + 48 g + 48 g
My First Sudha Murty Collection,₹ 129,,75 g
IAMS Proactive Health Dog Dry Food (Adult and Large Breed),₹ 22,₹ 25,71.5 g
IAMS Proactive Health Dog Dry Food (Small and Medium Breed),₹ 129,,75 g
BRB Popped Potato Chips (Spicy Chipotle Flavour),₹ 126,₹ 129,
BRB Peri Peri Rice Popped Chips,₹ 69,₹ 70,
BRB Classic Salted Rice Popped Chips,₹ 126,₹ 129,
BRB Popped Potato Chips (Bhel Flavour),₹ 126,₹ 129,
BRB Popped Potato Chips (Salt & Pepper Flavour),₹ 169,₹ 258,100 g + 100 g
BRB Popped Potato Chips (Pasta Cheese Flavour),₹ 110,₹ 135,300 g + 55 g
Nissin Geki - Hot & Spicy Korean Veg Flavoured Instant Noodles,₹ 36,,90 g + 30 g
Nissin Mazedar Masala Cup Noodles,₹ 48,₹ 60,2 x 56 g
Nissin Veggi Manchow Cup Noodles,₹ 100,₹ 125,300 g + 55 g
Nissin Geki - Hot & Spicy Korean Chicken Flavoured Instant Noodles,₹ 85,₹ 110,300 g + 55 g
﻿Nissin Geki Hot & Spicy Korean Veg Flavoured Instant Noodles,₹ 150,₹ 175,375 g + 55 g
Nissin Spiced Chicken Cup Noodles,₹ 165,₹ 190,300 g + 55 g
Moi Soi Veg Long Hakka Noodles - Pack of 3,₹ 83,₹ 90,
﻿My First Transport Sticker Book,₹ 36,,90 g + 30 g
Morphy Richards Stylist Care Hair Dryer (2200 W  HD222DC),₹ 83,₹ 90,
Philips ‎250W Hand Blender,₹ 60,₹ 75,3 x 71.5 g
Potato - New Crop + Desi Tomato + Onion 1 kg Combo,₹ 83,₹ 90,
Onion - 1 kg + Potato 1 kg + Hybrid Tomato Combo,₹ 34,₹ 35,45 g
Onion - 1 kg + Potato - 1 kg + Desi Tomato Combo,₹ 131,₹ 140,
Girnar Masala Instant Tea Premix - Pack of 2,₹ 112,₹ 120,
Oreo Moments Assorted Biscuits Gift Pack - Pack of 2,₹ 26,₹ 30,56 g
Fusion Baklava by Oasis Baklawa Pack of 2,₹ 139,₹ 149,
Baklava by Oasis Baklawa Pack of 2,₹ 436,₹ 495,450 g + 102 g
24 Mantra 7 Grain Organic Atta - Pack of 2,₹ 436,₹ 495,450 g + 107 g
Durex Extra Time Condom (3 Pieces),₹ 250,,100 g
Malgudi Adventures,₹ 436,₹ 495,450 g + 107 g
Ladybird Big Noisy Book,₹ 436,₹ 495,450 g + 107 g
"The Gruffalo A Push, Pull and Slide Book",₹ 436,₹ 495,450 g + 102 g
Peppa Pig- Bedtime Little Library,₹ 231,₹ 245,102 g + 250 ml
My Little Book Of Krishna,₹ 143,₹ 160,102 g + 750 ml
Dog Man #05,₹ 41,₹ 60,
Dog Man #10,₹ 150,₹ 200,
Dog Man #04,₹ 64,₹ 80,4 x 45 g
Sugarlump And The Unicorn,₹ 57,₹ 60,80 g
Peppa Pig,₹ 35,,75 g
"BW Businessworld - 27th January, 2024",₹ 120,₹ 180,
Plum BodyLovin' Orchid You Not Shower Gel - Pack of 2,₹ 27,₹ 30,
Philips Classic Dry Iron 750 W (Peach),₹ 199,,30 g
Godrej Aer Morning Misty Meadows Air Freshener,₹ 51,₹ 60,40 g
Godrej Aer Cool Surf Blue Room Freshener,₹ 199,,30 g
﻿Yu Zingy Cheese Instant Cup Noodles (80 g),₹ 199,,30 g
﻿Anveshan Wood Cold Pressed Groundnut Oil,₹ 199,,30 g
﻿Baby Touch-Vehicles,₹ 199,,30 g
"﻿""Philips 50 Watts Hair Straightener (With Keratin-Infused Bristles  Black)""",₹ 199,,30 g
Beyond Snack Salt & Black Pepper Kerala Banana Chips,₹ 258,,1 pack(100 g x 2 pieces)
BRB Classic Salted Rice Popped Chips - Pack of 2,₹ 199,,30 g
The Lion Inside,₹ 199,,30 g
Kimirica How Holiday Smells Tucuma Butter Hand Cream,₹ 54,₹ 60,42 g
Go Zero Nostalgia Mango Duet Ice Cream Stick,₹ 94,₹ 110,56 g
Go Zero Nostalgia Raspberry Duet Ice Cream Stick,₹ 58,₹ 279,1 pack
Airveda Air Quality Monitor (10 W),₹ 590,,150 g
"Prestige Sandwich Maker - (800 W, Black)",₹ 80,₹ 100,2 x 80 g
﻿Samyang Ramen Instant Noodles - Kimchi,₹ 54,₹ 60,3 x 48 g
﻿Durex Skin-on-Skin Real Feel Condom (3 pieces),₹ 27,₹ 30,
﻿Fabessentials Lavender Coconut Organic Handmade Bathing Bar,₹ 140,₹ 279,1 pack
﻿CamPure Lavender Cone Camphor / Kapur,₹ 151,₹ 160,30 g
﻿MasterChow Instant Cup Noodles (Chowmein Flavour),₹ 170,,28.3 g
﻿Raag Gold Palmolein Oil,₹ 170,,24.8 g
﻿Pandit Vishnu Sharma'S Panchatantra,₹ 80,,150 g
"﻿""Havells Men's Grooming Kit (Grey  GS6532)""",₹ 99,,113 g
4700BC Cheese & Herbs Popped Corn Chips +,₹ 299,,155.9 g
4700BC Hawaiian Barbeque Popped Corn Chips + - Pack of 2,₹ 94,₹ 110,300 g + 55 g
4700BC Cheese & Herbs Corn Popped Chips + - Pack of 2,₹ 260,,24.8 g
Tagz Beer n Barbeque Potato Popped Chips,₹ 99,,113 g
Tagz Masala Trekkin Potato Popped Chips,₹ 83,₹ 90,
4700BC Hawaiian Barbeque Corn Popped Chips + - Pack of 3,₹ 34,₹ 35,45 g
4700BC Salt & Truffle Corn Popped Chips + - Pack of 3,₹ 524,₹ 599,6 x 250 ml
Kaju Katli by Amul Pack of 2,₹ 278,₹ 425,1 pack
Gulab Goodness Cold Pressed Sesame Oil,"₹ 2,592","₹ 2,880",6 x (4 x 250 ml)
Centy Toys Dhruv Helicopter Toy Vehicle (3+ years),₹ 547,₹ 594,6 x 330 ml
"The Week India - February 04, 2024",₹ 999,,750 ml
"Open - 05th February, 2024",₹ 163,₹ 240,1 pack (4 x 200 ml)
ZM Zayn & Myza Vitamin C Soap,₹ 200,₹ 270,1 pack (2.95 l)
ZM Zayn & Myza Tea Tree Body Lotion,"₹ 1,037","₹ 1,198",2 x (6 x 250 ml)
Lifelong Electric Foot Massager (Brown),₹ 106,₹ 112,
Mother Dairy Dairy Ultimate Sandwich Bread + Dairy Toned Fresh Milk Combo,₹ 102,₹ 112,290 g
Mother Dairy Dairy 100% Whole Wheat Bread + Dairy Toned Fresh Milk Combo,₹ 50,,70.5 g
Mother Dairy Ultimate Brown Bread + Mother Dairy Toned Fresh Milk Combo,₹ 29,₹ 30,140 g
Beyond Snack Kerala Original Style Banana Chips,₹ 86,₹ 90,1 pack (6 pieces)
Let's Try Aloo Chips,₹ 70,₹ 80,248 g
Beyond Snack Kerala Peri Peri Banana Chips,₹ 50,₹ 60,300 g
Gulab Mota Chips / Aloo Chips,₹ 111,₹ 112,2 x 280 g
Beyond Snack Original Style Kerala Banana Chips,₹ 86,₹ 90,1 pack (6 pieces)
Chheda's Golden Aloo Chips (Lightly Salted),₹ 128,₹ 147,
"Beyond Snack Kerala Sour Cream, Onion & Parsley Banana Chips",₹ 52,₹ 56,240 g
BRB Popped Potato Chips (Spicy Chipotle Flavour) - Pack of 2,₹ 50,,70 g
Let's Try Pudina Potato Wafers - Pack of 2,₹ 44,₹ 55,70 g
Beyond Snack Hot and Sweet Chilli Kerala Banana Chips,₹ 90,₹ 100,
Let's Try Desi Spicy Wafers - Pack of 2,₹ 100,₹ 128,
Crax Fritts Corn & Potato Stick - Pack of 2,₹ 182,₹ 200,
Bingo Cream & Onion Potato Chips,₹ 130,₹ 168,12 x 60 g
To Be Honest Golden Sweet Potato Chips with Peri Peri - Pack of 2,₹ 27,₹ 45,
Sunfeast Yipee Instant Pasta Treat - Masala + Bingo Baked No Rulz Masala Curlz Puffs Combo,₹ 90,₹ 100,
Sunfeast Yippee Tricolor Instant Pasta - Creamy Corn + Bingo Tedhe Medhe Masala Tadka Crisps Combo,₹ 72,₹ 89,70 g
Sunfeast Yippee Tricolor Instant Pasta - Masala + Bingo Mad Angles Achaari Masti Crisps Combo,₹ 40,₹ 49,80 g
Too Yumm Baked Potato Stix Crisps,₹ 44,₹ 55,70 g
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Masala Corn Chips Combo,₹ 152,₹ 190,300 g + 610 ml + 220 g
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Mexican Lime Corn Chips Combo,₹ 51,₹ 60,260 g
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Sour Cream & Onion Corn Chips Combo,₹ 66,₹ 110,
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Tangy Tomato Corn Chips Combo,₹ 112,,290 g
Taali Cheese & Herbs Protein Puffs + Taali Masala Mania Protein Puffs Combo,₹ 53,,
Taali Cheese & Herbs Protein Puffs + Taali Smoky Barbeque Protein Puffs Combo,₹ 100,₹ 128,
"Beyond Snack Kerala Original Style Banana Chips + Peri Peri Banana Chips + Sour Cream, Onion & Parsley Banana Chips Combo",₹ 80,,284 g
Sunfeast Yippee Tricolor Instant Pasta - Masala + Bingo Original Style Chilli Sprinkled Potato Chips Combo,₹ 120,,600 g
Pringles Tangy Tomato Twist Potato Chips + Thums Up Soft Drink (750 ml) Combo,₹ 216,₹ 240,
Tagz Italian Cheese Dribblin Popped Chips,₹ 70,₹ 80,244 g
Tagz Beer n Barbeque Campin Popped Chips,₹ 70,₹ 100,
Tagz Cream Onion Divin Potato Popped Chips,₹ 40,₹ 50,160 g
Tagz Salt Trippin Potato Popped Chips,₹ 146,₹ 165,
Tagz Thai Vodka Tom Yum Popped Chips,₹ 143,₹ 160,
Wai Wai Chinese Hakka Veg Noodles - Pack of 2,₹ 135,₹ 150,
WickedGud Masala Instant Noodles,₹ 49,₹ 69,70 g
Nongshim Stir Fry Shin Ramyun Noodles With Cheese - Pack of 2,₹ 54,₹ 60,96 g
WickedGud Masala Flavoured Instant Noodles,₹ 132,₹ 150,3x70 g
Rajgira Laddu /Cholai Laddu/ Amaranth Laddu by Gulab,₹ 49,₹ 69,80 g
Emami Healthy & Tasty Super Strong Kachchi Ghani Mustard Oil,₹ 90,₹ 100,
Kissan Tomato Ketchup (No Onion & Garlic) - Doy Pack,₹ 99,₹ 106,2 x 240 g
Kissan Sweet & Spicy Tomato Ketchup,₹ 305,₹ 336,2 x (12 x 70 g)
Plush Strawberry Flavoured Lubricant (for Men & Women) - Pack of 3,₹ 93,₹ 99,500 g
Toyshine Cartoon Style Animals Toy Figure (1+ years),₹ 140,,4 x 57 g
Soulflower Pure & Natural Coldpressed Carrier Castor Oil for Hair and Skin,₹ 123,₹ 150,420 g
Plum BodyLovin' Vanilla Vibes Shower Gel - Pack of 2,₹ 210,₹ 240,1 pack (5 x 80 g)
Plum BodyLovin' Vanilla Vibes Body Wash,₹ 210,₹ 240,1 pack (5 x 80 g)
Baskin Robbins Almond & Caramel Ice Cream Stick - Pack of 2,₹ 132,₹ 150,3x70 g
Baskin Robbins Mississipi Mud Ice Cream Stick - Pack of 2,₹ 62,₹ 65,
Airveda Airveda Sky - PM2.5 PM10 App-Enabled Air Quality Monitor (10 W),₹ 123,₹ 140,100 g + 100 g
"Lifelong Belgian Waffle & Sandwich Maker (750 W, Black)",₹ 49,₹ 65,70 g
Anchor Capton Ding Dong Bell (White),₹ 71,₹ 78,
Odonil Odonil Jasmine Fresh Room Freshener + Odonil Lavender Mist Room Freshener Combo,₹ 129,,
